Cuanexo,Submodalidad
060986900,No Universitario
060987000,Secundaria
060987100,Nivel inicial
060987100,Primaria
060987200,Primaria
060987300,Nivel inicial
060987600,Nivel inicial
060987700,Nivel inicial
060987800,Nivel inicial
060987800,Primaria
060987900,Secundaria
060988000,Primaria
060988100,Nivel inicial
060988200,Nivel inicial
060988300,Primaria
060988400,Secundaria
060988500,Nivel inicial
060988500,Primaria
060988600,Primaria
060988700,Secundaria
060988701,Secundaria
060988800,Primaria
060988900,Primaria
060989000,Primaria
060989100,Primaria
060989300,Primaria
060989400,Secundaria
060989401,Secundaria
060989500,Secundaria
060989700,Nivel inicial
060989800,Primaria
060989900,Primaria
060990000,Secundaria
060990100,Nivel inicial
060990200,Primaria
060990300,Primaria
060990400,Secundaria
060990600,Primaria
060990700,Primaria
060990800,Secundaria
060990900,Nivel inicial
060991000,Nivel inicial
060991100,Secundaria
060991200,Secundaria
060991300,Secundaria
060991400,Secundaria
060991500,Primaria
060991600,Primaria
060991700,Primaria
060991800,Nivel inicial
060991900,Nivel inicial
060992000,Nivel inicial
060992200,Nivel inicial
060992300,Nivel inicial
060992400,Primaria
060992500,Secundaria
060992600,Primaria
060992700,Primaria
060992900,Primaria
060993000,Secundaria
060993100,Secundaria
060993200,Nivel inicial
060993300,No Universitario
060993400,Primaria
060993500,Secundaria
060993600,Primaria
060993700,Nivel inicial
060993800,Primaria
060994000,Primaria
060994100,Primaria
060994200,Primaria
060994300,Nivel inicial
060994400,Primaria
060994500,Secundaria
060994600,Nivel inicial
060994700,Nivel inicial
060994800,No Universitario
060995000,Nivel inicial
060995000,Primaria
060995200,Secundaria
060995300,Nivel inicial
060995300,Primaria
060995400,Primaria
060995700,No Universitario
060995800,Secundaria
060995900,Nivel inicial
060996000,Nivel inicial
060996100,Nivel inicial
060996200,Primaria
060996300,Secundaria
060996500,Primaria
060996600,Secundaria
060996700,Secundaria
060996800,Primaria
060996900,Primaria
060997000,Secundaria
060997100,Primaria
060997200,Primaria
060997300,Primaria
060997400,Primaria
060997500,Primaria
060997600,Primaria
060997700,Nivel inicial
060997800,Nivel inicial
060997900,Primaria
060998100,Primaria
060998200,Nivel inicial
060998300,Primaria
060998500,Secundaria
060998600,Primaria
060998700,No Universitario
060998800,No Universitario
060998900,Primaria
060999000,Primaria
060999100,Nivel inicial
060999200,Primaria
060999400,Primaria
060999500,Secundaria
060999600,Primaria
060999700,Secundaria
060999900,Primaria
061000000,Primaria
061000200,Secundaria
061000300,Primaria
061000400,Primaria
061000700,Primaria
061000800,No Universitario
061000900,Secundaria
061001000,Primaria
061001100,Primaria
061001200,Primaria
061001300,Nivel inicial
061001400,Nivel inicial
061001500,Nivel inicial
061001600,Primaria
061001800,Nivel inicial
061001900,Secundaria
061001901,Secundaria
061002000,Secundaria
061002100,No Universitario
061002200,Primaria
061002300,Primaria
061002400,Nivel inicial
061002600,Nivel inicial
061002700,Primaria
061002800,Nivel inicial
061002900,Primaria
061003000,Primaria
061003100,Nivel inicial
061003200,Nivel inicial
061003300,Primaria
061003400,Nivel inicial
061003500,Nivel inicial
061003600,Nivel inicial
061003700,Nivel inicial
061003800,Nivel inicial
061003900,Primaria
061004100,Secundaria
061004200,Secundaria
061004300,Secundaria
061004400,Primaria
061004500,Secundaria
061004600,Primaria
061004700,Primaria
061004800,Primaria
061004900,Primaria
061005000,Secundaria
061005100,Primaria
061005200,Primaria
061005300,Nivel inicial
061005400,Secundaria
061005401,Secundaria
061005500,Primaria
061005600,Nivel inicial
061005700,Primaria
061005800,Nivel inicial
061006000,Primaria
061006100,Secundaria
061006200,Primaria
061006400,Primaria
061006500,No Universitario
061006600,Primaria
061006700,Secundaria
061006800,Nivel inicial
061007000,Primaria
061007100,Primaria
061007200,Secundaria
061007300,Primaria
061007500,Primaria
061007600,Nivel inicial
061007800,Nivel inicial
061007900,No Universitario
061008000,Secundaria
061008100,Secundaria
061008101,Secundaria
061008200,Secundaria
061008300,Secundaria
061008400,Primaria
061008500,Primaria
061008700,Primaria
061008800,Primaria
061008900,Nivel inicial
061009000,Secundaria
061009100,Secundaria
061009200,Secundaria
061009300,Primaria
061009400,Secundaria
061009500,Secundaria
061009600,Secundaria
061009700,Secundaria
061009800,Secundaria
061010000,Nivel inicial
061010100,Nivel inicial
061010200,Secundaria
061010300,Primaria
061010500,Primaria
061010600,Nivel inicial
061010700,Primaria
061010800,Primaria
061010900,Secundaria
061011100,Primaria
061011400,Secundaria
061011600,Primaria
061011800,Nivel inicial
061011900,Primaria
061012100,Nivel inicial
061012200,Nivel inicial
061012300,Secundaria
061012400,Nivel inicial
061012400,Primaria
061012500,No Universitario
061012700,Primaria
061012800,Nivel inicial
061013200,Secundaria
061013300,Primaria
061013400,Secundaria
061013600,Nivel inicial
061013600,Primaria
061013700,Nivel inicial
061013800,Nivel inicial
061014100,Primaria
061014200,Primaria
061014400,Primaria
061014500,Nivel inicial
061014600,Secundaria
061014700,Primaria
061014800,Primaria
061014900,Nivel inicial
061015000,Primaria
061015300,Primaria
061015400,Nivel inicial
061015500,Secundaria
061015501,Secundaria
061015600,Secundaria
061015700,Nivel inicial
061015700,Primaria
061015900,Primaria
061016100,Primaria
061016200,Nivel inicial
061016200,Primaria
061016300,Nivel inicial
061016400,Primaria
061016500,Primaria
061016600,Primaria
061016700,Primaria
061016900,Primaria
061017000,Nivel inicial
061017100,Secundaria
061017300,Secundaria
061017400,Nivel inicial
061017500,Nivel inicial
061017600,Primaria
061017700,Secundaria
061017800,Primaria
061017900,Primaria
061018000,Primaria
061018100,Secundaria
061018200,Primaria
061018300,Primaria
061018400,Primaria
061018500,Secundaria
061018501,Secundaria
061018600,Secundaria
061018700,Primaria
061018800,Primaria
061018900,Secundaria
061019000,Secundaria
061019100,Primaria
061019200,Nivel inicial
061019300,Primaria
061019400,Nivel inicial
061019500,Primaria
061019700,Primaria
061019800,Secundaria
061019900,Primaria
061020000,Nivel inicial
061020100,Nivel inicial
061020200,Primaria
061020300,Nivel inicial
061020500,Nivel inicial
061020600,Nivel inicial
061020700,Primaria
061020800,Primaria
061020900,Primaria
061021000,Primaria
061021100,Primaria
061021400,Secundaria
061021500,Nivel inicial
061021600,Secundaria
061021700,No Universitario
061021800,Nivel inicial
061021900,Secundaria
061022000,Primaria
061022100,Primaria
061022200,Secundaria
061022400,No Universitario
061022500,Secundaria
061022600,Secundaria
061022900,Primaria
061023000,Nivel inicial
061023100,Primaria
061023200,Primaria
061023300,Primaria
061023400,Nivel inicial
061023500,Nivel inicial
061023600,Primaria
061023700,Nivel inicial
061023800,Nivel inicial
061023900,Secundaria
061024000,Secundaria
061024200,Secundaria
061024500,Nivel inicial
061024600,Secundaria
061024800,Primaria
061025000,Primaria
061025100,Primaria
061025300,Primaria
061025400,Primaria
061025700,Secundaria
061025800,Secundaria
061025900,Primaria
061026000,Nivel inicial
061026100,Nivel inicial
061026200,Primaria
061026300,Primaria
061026500,Nivel inicial
061026700,Primaria
061026800,Secundaria
061026900,Secundaria
061026901,Secundaria
061027200,Secundaria
061027300,Primaria
061027400,Secundaria
061027500,Secundaria
061027700,Primaria
061027800,Primaria
061027900,Primaria
061028000,Primaria
061028100,Primaria
061028200,Primaria
061028300,Primaria
061028400,Primaria
061028500,Primaria
061028600,Primaria
061028700,Primaria
061028800,Secundaria
061028900,Secundaria
061029000,Secundaria
061029200,No Universitario
061029300,No Universitario
061029400,Primaria
061029500,Primaria
061029600,Primaria
061030000,Secundaria
061030100,Primaria
061030200,Primaria
061030500,Primaria
061030600,Primaria
061030700,Primaria
061030900,Secundaria
061031100,Secundaria
061031200,Primaria
061031300,Primaria
061031500,Nivel inicial
061031500,Primaria
061031600,Nivel inicial
061031700,Secundaria
061031800,Primaria
061031900,Primaria
061032000,Primaria
061032100,Secundaria
061032200,Secundaria
061032201,Secundaria
061032300,Nivel inicial
061032400,Primaria
061032500,Primaria
061032600,Primaria
061032700,Secundaria
061032800,Primaria
061032900,Secundaria
061033000,Primaria
061033100,Primaria
061033200,Primaria
061033300,Secundaria
061033400,Secundaria
061033500,Nivel inicial
061033600,Nivel inicial
061033700,Nivel inicial
061033800,Secundaria
061033900,Primaria
061034000,Nivel inicial
061034000,Primaria
061034100,Secundaria
061034101,Secundaria
061034200,Primaria
061034300,Primaria
061034400,Primaria
061034500,Secundaria
061034600,Secundaria
061034800,Primaria
061034900,Secundaria
061035000,Nivel inicial
061035100,Primaria
061035200,Secundaria
061035400,Secundaria
061035500,Nivel inicial
061035600,Primaria
061035700,Primaria
061035800,Primaria
061035900,Primaria
061036000,Primaria
061036200,Secundaria
061036300,Nivel inicial
061036400,Secundaria
061036500,Primaria
061036600,Nivel inicial
061036700,Primaria
061036800,Primaria
061036900,Primaria
061037000,Secundaria
061037100,Secundaria
061037200,Primaria
061037300,Primaria
061037400,Primaria
061037500,Nivel inicial
061037600,Nivel inicial
061037700,Primaria
061037800,Primaria
061038000,Secundaria
061038100,Nivel inicial
061038200,Secundaria
061038300,Nivel inicial
061038500,Nivel inicial
061038700,Secundaria
061038900,Secundaria
061039000,Secundaria
061039100,Primaria
061039200,Nivel inicial
061039300,Secundaria
061039400,Primaria
061039500,Primaria
061039700,Primaria
061039800,Primaria
061039900,Secundaria
061040000,Secundaria
061040001,Secundaria
061040100,Primaria
061040200,Primaria
061040300,Primaria
061040400,Primaria
061040500,Primaria
061040600,Primaria
061040700,Nivel inicial
061040700,Primaria
061041000,Secundaria
061041100,Nivel inicial
061041200,Primaria
061041300,Secundaria
061041400,Nivel inicial
061041500,Primaria
061041600,Nivel inicial
061041600,Primaria
061041700,Primaria
061041800,Primaria
061042000,Nivel inicial
061042100,Primaria
061042200,Primaria
061042400,Primaria
061042500,Nivel inicial
061042600,Nivel inicial
061042700,Primaria
061043000,Nivel inicial
061043100,Primaria
061043300,Primaria
061043400,Primaria
061043500,Primaria
061043600,Nivel inicial
061043600,Primaria
061043800,Primaria
061044100,No Universitario
061044400,Primaria
061044500,Nivel inicial
061044600,Primaria
061044700,Primaria
061044800,Secundaria
061045100,Primaria
061045200,Primaria
061045300,Primaria
061045500,Secundaria
061045600,No Universitario
061045601,No Universitario
061045700,Secundaria
061045800,Primaria
061045900,Nivel inicial
061045900,Primaria
061046000,Nivel inicial
061046200,Primaria
061046300,Secundaria
061046400,Nivel inicial
061046400,Primaria
061046500,Nivel inicial
061046800,Secundaria
061046900,Nivel inicial
061047000,Primaria
061047100,Secundaria
061047200,Secundaria
061047300,Secundaria
061047400,Secundaria
061047500,Secundaria
061047600,Secundaria
061047700,Primaria
061047800,Primaria
061047900,Nivel inicial
061048000,Nivel inicial
061048100,Primaria
061048200,Primaria
061048300,Secundaria
061048400,Nivel inicial
061048500,No Universitario
061048600,Secundaria
061048700,Primaria
061048900,Primaria
061049000,Primaria
061049100,Nivel inicial
061049200,Primaria
061049400,Nivel inicial
061049500,Primaria
061049600,Secundaria
061049700,Nivel inicial
061049900,Primaria
061050000,Primaria
061050100,Secundaria
061050200,Secundaria
061050300,Secundaria
061050400,No Universitario
061050500,Primaria
061050600,Nivel inicial
061050700,Secundaria
061050800,Primaria
061050900,Nivel inicial
061051100,Primaria
061051200,Secundaria
061051300,Nivel inicial
061051400,Primaria
061051500,Nivel inicial
061051600,Secundaria
061051700,Primaria
061051800,Nivel inicial
061051900,Nivel inicial
061051900,Primaria
061052000,Secundaria
061052100,Primaria
061052200,Nivel inicial
061052300,Primaria
061052400,Nivel inicial
061052500,Primaria
061052600,Nivel inicial
061052800,Primaria
061052900,Nivel inicial
061053000,Primaria
061053100,Primaria
061053200,Primaria
061053300,Primaria
061053400,Secundaria
061053600,Primaria
061053700,Nivel inicial
061053900,Primaria
061054000,Primaria
061054100,Primaria
061054200,Secundaria
061054300,Primaria
061054400,Secundaria
061054500,Primaria
061054600,Primaria
061054700,Nivel inicial
061054800,Nivel inicial
061054900,Nivel inicial
061054900,Primaria
061055200,Secundaria
061055300,Nivel inicial
061055300,Primaria
061055400,Primaria
061055500,Nivel inicial
061055600,Primaria
061055700,Primaria
061055800,Nivel inicial
061055800,Primaria
061055900,Primaria
061056000,Nivel inicial
061056100,Primaria
061056300,Primaria
061056400,Nivel inicial
061056500,Nivel inicial
061056600,Primaria
061056700,Primaria
061056800,Primaria
061056900,Primaria
061057000,Primaria
061057100,Nivel inicial
061057200,Primaria
061057300,Primaria
061057400,Secundaria
061057500,Primaria
061057600,Primaria
061057700,Secundaria
061057800,Primaria
061057900,Primaria
061058000,Primaria
061058100,Primaria
061058200,Secundaria
061058300,Primaria
061058400,Primaria
061058500,Primaria
061058600,Primaria
061058800,Primaria
061059000,Nivel inicial
061059100,Nivel inicial
061059300,Nivel inicial
061059400,Nivel inicial
061059600,Nivel inicial
061059800,Primaria
061059900,Primaria
061060000,No Universitario
061060100,Primaria
061060200,Primaria
061060300,Secundaria
061060400,Nivel inicial
